	gold	narrative	brc	sum	ARG0	va_key	ARG1
139	@leonlush ** KNOW ** last us 2 took place wuhan that ’s pretty	@leonlush ** KNOW ** last us 2 took place wuhan that ’s pretty	224	1	@leonlush	KNOW	last us 2 took place wuhan that ’s pretty
140	@mgerrydoyle @soledadobrien i read earlier week ** AFFIRM ** human human transmission	@mgerrydoyle @soledadobrien i read earlier week ** AFFIRM ** human human transmission	594	1	@mgerrydoyle @soledadobrien i read earlier week	AFFIRM	human human transmission
141	@mikebloomberg ** TRY ** nuanced clear admission cdc	@mikebloomberg ** TRY ** nuanced clear admission cdc	1131	1	@mikebloomberg	TRY	nuanced clear admission cdc
142	@nadeshot naruto shippuden ** MISS_OMIT_LACK ** fire force	@nadeshot naruto shippuden ** MISS_OMIT_LACK ** fire force	1665	1	@nadeshot naruto shippuden	MISS_OMIT_LACK	fire force
143	@nate_taplin ** AFFIRM ** china 's new consumer economy makes vulnerable sars - like epidemic	@nate_taplin ** AFFIRM ** china 's new consumer economy makes vulnerable sars - like epidemic	761	2	@nate_taplin	AFFIRM	china 's new consumer economy makes vulnerable sars - like epidemic
144	@nate_taplin ** AFFIRM ** china 's new consumer economy makes vulnerable sars - like epidemic	china 's new consumer economy ** MOUNT_ASSEMBLE_PRODUCE ** vulnerable sars - like epidemic	761	2	@nate_taplin	AFFIRM	china 's new consumer economy makes vulnerable sars - like epidemic
145	@nioshbreathe ** LIBERATE_ALLOW_AFFORD ** video illustrating	@nioshbreathe ** LIBERATE_ALLOW_AFFORD ** video illustrating	1593	2	@nioshbreathe	LIBERATE_ALLOW_AFFORD	video illustrating
146	@orioletweets ** HELP_HEAL_CARE_CURE ** @american_heart fight youth e - cigarette use vaping	@orioletweets ** HELP_HEAL_CARE_CURE ** @american_heart fight youth e - cigarette use vaping	1093	2	@orioletweets	HELP_HEAL_CARE_CURE	@american_heart fight youth e - cigarette use vaping
147	@paulkrugman ** KNOW ** trump gop succeed attack support needy depression addiction su	@paulkrugman ** KNOW ** trump gop succeed attack support needy depression addiction su	1731	1	@paulkrugman	KNOW	trump gop succeed attack support needy depression addiction su
148	@pittcvr ** EMPHASIZE ** importance community open science	@pittcvr ** EMPHASIZE ** importance community open science	1594	1	@pittcvr	EMPHASIZE	importance community open science
149	@politicalorgy ** SEEM ** like great topic discussion tonight 's show	@politicalorgy ** SEEM ** like great topic discussion tonight 's show	1732	1	@politicalorgy	SEEM	like great topic discussion tonight 's show
150	@potus pharmadeepstate ** REPRESENT ** previous studies w cdc 90 ’s this must end need eo	@potus pharmadeepstate ** REPRESENT ** previous studies w cdc 90 ’s this must end need eo	1132	1	@potus pharmadeepstate	REPRESENT	previous studies w cdc 90 ’s this must end need eo
151	@procailidocaine ** PROPOSE ** could tianjin wuhan	@procailidocaine ** PROPOSE ** could tianjin wuhan	363	2	@procailidocaine	PROPOSE	could tianjin wuhan
152	@procailidocaine ** PROPOSE ** could tianjin wuhan	@reubing ** SEND ** wuhan	363	2	@procailidocaine	PROPOSE	could tianjin wuhan
153	@quaidmorris ** VERIFY ** preprint i tweeted today	@quaidmorris ** VERIFY ** preprint i tweeted today	1666	1	@quaidmorris	VERIFY	preprint i tweeted today
154	@randpaul ** INCREASE_ENLARGE_MULTIPLY ** what happened you trump cult fever	@randpaul ** INCREASE_ENLARGE_MULTIPLY ** what happened you trump cult fever	1733	1	@randpaul	INCREASE_ENLARGE_MULTIPLY	what happened you trump cult fever
155	@realdonaldtrump ** SPEAK ** chairman xi corona virus wuhan virus pandemic occurring china mr	@realdonaldtrump ** SPEAK ** chairman xi corona virus wuhan virus pandemic occurring china mr	839	2	@realdonaldtrump	SPEAK	chairman xi corona virus wuhan virus pandemic occurring china mr
156	@realdonaldtrump ** SPEAK ** chairman xi corona virus wuhan virus pandemic occurring china mr	@realdonaldtrump ** SPEAK ** plan contain coronavirus us	839	2	@realdonaldtrump	SPEAK	chairman xi corona virus wuhan virus pandemic occurring china mr
157	@richseviora @tylerjswolff cdc ** AUTHORIZE_ADMIT ** conduct kind research	@richseviora @tylerjswolff cdc ** AUTHORIZE_ADMIT ** conduct kind research	1407	2	@richseviora @tylerjswolff cdc	AUTHORIZE_ADMIT	conduct kind research
158	@richseviora @tylerjswolff cdc ** AUTHORIZE_ADMIT ** conduct kind research	bio lab ** AUTHORIZE_ADMIT ** study dangerous pathogens world located in	1407	2	@richseviora @tylerjswolff cdc	AUTHORIZE_ADMIT	conduct kind research
159	@roguerifter ** ORGANIZE ** snake fight	@roguerifter ** ORGANIZE ** snake fight	1667	2	@roguerifter	ORGANIZE	snake fight
160	@roguerifter ** ORGANIZE ** snake fight	@weirdsanimals @lightningsviral ** EAT_BITE ** snake	1667	2	@roguerifter	ORGANIZE	snake fight
161	@ryanafournier ** ORGANIZE ** eat gas station sushi wuhan china wash mexican tap water	@ryanafournier ** ORGANIZE ** eat gas station sushi wuhan china wash mexican tap water	1595	1	@ryanafournier	ORGANIZE	eat gas station sushi wuhan china wash mexican tap water
162	@s3riosly cdc who march ** CAUSE-MENTAL-STATE ** info	@s3riosly cdc who march ** CAUSE-MENTAL-STATE ** info	1262	1	@s3riosly cdc who march	CAUSE-MENTAL-STATE	info
163	@scharschool biodefense alum @saskiapopescu ** DISCUSS ** current future healthcare preparedness efforts gaps outbreaks lethal diseases like ebola wuhan coronavirus happen regularly	@scharschool biodefense alum @saskiapopescu ** DISCUSS ** current future healthcare preparedness efforts gaps outbreaks lethal diseases like ebola wuhan coronavirus happen regularly	662	1	@scharschool biodefense alum @saskiapopescu	DISCUSS	current future healthcare preparedness efforts gaps outbreaks lethal diseases like ebola wuhan coronavirus happen regularly
164	@stranddphilia ** THINK ** even odder netflix released pandemic mini - documentary earlier month	@stranddphilia ** THINK ** even odder netflix released pandemic mini - documentary earlier month	1734	1	@stranddphilia	THINK	even odder netflix released pandemic mini - documentary earlier month
165	@thewillhobson ** REQUIRE_NEED_WANT_HOPE ** explain launching jenny mccarthy climate denial campaign peer revi @thewillhobson @postsports our best scientific estimate 25 % nfl football player end cte	@thewillhobson ** REQUIRE_NEED_WANT_HOPE ** explain launching jenny mccarthy climate denial campaign peer revi @thewillhobson @postsports our best scientific estimate 25 % nfl football player end cte	1579	1	@thewillhobson	REQUIRE_NEED_WANT_HOPE	explain launching jenny mccarthy climate denial campaign peer revi @thewillhobson @postsports our best scientific estimate 25 % nfl football player end cte
166	@ucrsom ** AUXILIARY ** brandon brown tells	@ucrsom ** AUXILIARY ** brandon brown tells	1596	1	@ucrsom	AUXILIARY	brandon brown tells
167	@watch_morning ** AFFIRM ** different races predisposed health risks ridiculous it ’s probably fro	@watch_morning ** AFFIRM ** different races predisposed health risks ridiculous it ’s probably fro	1064	1	@watch_morning	AFFIRM	different races predisposed health risks ridiculous it ’s probably fro
168	@watchful1 ** SEEM ** deceiving	@watchful1 ** SEEM ** deceiving	1668	1	@watchful1	SEEM	deceiving
169	@who met today ** DECIDE_DETERMINE ** whether 2019-ncov represents	@who met today ** DECIDE_DETERMINE ** whether 2019-ncov represents	1690	1	@who met today	DECIDE_DETERMINE	whether 2019-ncov represents
170	@who met today meet tomorrow ** DECIDE_DETERMINE ** whether 2019-ncov represents @drtedros the emergency committee new coronavirus 2019-ncov agreed decision reconvene tomorro	@who met today meet tomorrow ** DECIDE_DETERMINE ** whether 2019-ncov represents @drtedros the emergency committee new coronavirus 2019-ncov agreed decision reconvene tomorro	602	1	@who met today meet tomorrow	DECIDE_DETERMINE	whether 2019-ncov represents @drtedros the emergency committee new coronavirus 2019-ncov agreed decision reconvene tomorro
171	@wired ** SEEM ** coronavirus quarantine chinese government work	@wired ** SEEM ** coronavirus quarantine chinese government work	840	11	@wired	SEEM	coronavirus quarantine chinese government work
172	@wired ** SEEM ** coronavirus quarantine chinese government work	censor - happy communist china government ** CLOUD_SHADOW_HIDE ** truth coronavirus coronavirusoutbreak	840	11	@wired	SEEM	coronavirus quarantine chinese government work
173	@wired ** SEEM ** coronavirus quarantine chinese government work	china 's communist party ** RECOGNIZE_ADMIT_IDENTIFY ** coronavirus outbreak large enough quarantine	840	11	@wired	SEEM	coronavirus quarantine chinese government work
174	@wired ** SEEM ** coronavirus quarantine chinese government work	chinese government ** SPEAK ** truth about coronavirus outbreak	840	11	@wired	SEEM	coronavirus quarantine chinese government work
175	@wired ** SEEM ** coronavirus quarantine chinese government work	chinese government ** SPEAK ** truth about coronavirusoutbreak	840	11	@wired	SEEM	coronavirus quarantine chinese government work
176	@wired ** SEEM ** coronavirus quarantine chinese government work	chinese media outlets ** TRANSMIT ** coronavirus outbreak	840	11	@wired	SEEM	coronavirus quarantine chinese government work
177	@wired ** SEEM ** coronavirus quarantine chinese government work	i ** BELIEVE ** word china saying coronavirusoutbreak	840	11	@wired	SEEM	coronavirus quarantine chinese government work
178	@wired ** SEEM ** coronavirus quarantine chinese government work	this coronavirus epidemic ** SEEM ** far worse mainstream media china letting	840	11	@wired	SEEM	coronavirus quarantine chinese government work
179	@wired ** SEEM ** coronavirus quarantine chinese government work	‘ cover up ** SIGNAL_INDICATE ** chinese government not telling truth about coronavirusoutbreak	840	11	@wired	SEEM	coronavirus quarantine chinese government work
180	@wired ** SEEM ** coronavirus quarantine chinese government work	’ reports ** SIGNAL_INDICATE ** chinese government not telling truth about coronavirus outbreak	840	11	@wired	SEEM	coronavirus quarantine chinese government work
181	@wired ** SEEM ** coronavirus quarantine chinese government work	● chinese gov ** AFFIRM ** outbreak corona	840	11	@wired	SEEM	coronavirus quarantine chinese government work
182	@wsjheard ** EXPLAIN ** why	@wsjheard ** EXPLAIN ** why	1597	1	@wsjheard	EXPLAIN	why
183	@xinqisu @appledaily_hk ** REQUIRE_NEED_WANT_HOPE ** man ok worry philippines due conditions there	@xinqisu @appledaily_hk ** REQUIRE_NEED_WANT_HOPE ** man ok worry philippines due conditions there	448	1	@xinqisu @appledaily_hk	REQUIRE_NEED_WANT_HOPE	man ok worry philippines due conditions there
184	a ** CUT ** home authorities	a ** CUT ** home authorities	1459	1	a	CUT	home authorities
185	a ** ESTABLISH ** new model screening isola	a ** ESTABLISH ** new model screening isola	399	1	a	ESTABLISH	new model screening isola
186	a @tamu student ** BELIEVE ** contracting deadly coronavirus quarantined brazos county	a @tamu student ** BELIEVE ** contracting deadly coronavirus quarantined brazos county	953	6	a @tamu student	BELIEVE	contracting deadly coronavirus quarantined brazos county
187	a @wsj reporter ’s first - person account ** CATCH ** one last trains wuhan chinese city	a @wsj reporter ’s first - person account ** CATCH ** one last trains wuhan chinese city	225	2	a @wsj reporter ’s first - person account	CATCH	one last trains wuhan chinese city
188	a ban fentanyl ** HELP_HEAL_CARE_CURE ** countless lives	a ban fentanyl ** HELP_HEAL_CARE_CURE ** countless lives	1239	3	a ban fentanyl	HELP_HEAL_CARE_CURE	countless lives
189	a ban fentanyl ** HELP_HEAL_CARE_CURE ** countless lives	ag @pweiser ** INCITE_INDUCE ** combating opioid crisis one top priorities	1239	3	a ban fentanyl	HELP_HEAL_CARE_CURE	countless lives
190	a bay area school district ** RESIGN_RETIRE ** courtroom thursday filing lawsuit agai	a bay area school district ** RESIGN_RETIRE ** courtroom thursday filing lawsuit agai	1460	2	a bay area school district	RESIGN_RETIRE	courtroom thursday filing lawsuit agai
191	a bay area school district ** TAKE ** battle underage vaping	a bay area school district ** TAKE ** battle underage vaping	1461	2	a bay area school district	TAKE	battle underage vaping
192	a california woman ** SPEAK ** care	a california woman ** SPEAK ** care	1065	2	a california woman	SPEAK	care
193	a california woman ** USE ** skin - lightening cream	a california woman ** USE ** skin - lightening cream	1066	4	a california woman	USE	skin - lightening cream
194	a california woman ** USE ** skin - lightening cream	cream ** REDUCE_DIMINISH ** skin	1066	4	a california woman	USE	skin - lightening cream
195	a clear picture ** CLOSE ** quarantine box fuzhou airport	a clear picture ** CLOSE ** quarantine box fuzhou airport	400	5	a clear picture	CLOSE	quarantine box fuzhou airport
196	a commission ** PERFORM ** sfm	a commission ** PERFORM ** sfm	401	1	a commission	PERFORM	sfm
197	a diagnostic test ** FIND ** the wuhan coronavirus politico	a diagnostic test ** FIND ** the wuhan coronavirus politico	783	1	a diagnostic test	FIND	the wuhan coronavirus politico
198	a doctor ** SPEAK ** i suspect it ’s e. coli . ’ ’ read latest spotlight i	a doctor ** SPEAK ** i suspect it ’s e. coli . ’ ’ read latest spotlight i	1560	1	a doctor	SPEAK	i suspect it ’s e. coli . ’ ’ read latest spotlight i
199	a false rumor coronavirus outbreak plot bill gates ** CIRCULATE_SPREAD_DISTRIBUTE ** qanon supporters anti - va	a false rumor coronavirus outbreak plot bill gates ** CIRCULATE_SPREAD_DISTRIBUTE ** qanon supporters anti - va	603	3	a false rumor coronavirus outbreak plot bill gates	CIRCULATE_SPREAD_DISTRIBUTE	qanon supporters anti - va
200	a false rumor coronavirus outbreak plot bill gates ** CIRCULATE_SPREAD_DISTRIBUTE ** qanon supporters anti - va	a false rumor coronavirus outbreak plot former microsoft ceo bill gates ** CIRCULATE_SPREAD_DISTRIBUTE ** support	603	3	a false rumor coronavirus outbreak plot bill gates	CIRCULATE_SPREAD_DISTRIBUTE	qanon supporters anti - va
201	a false rumor coronavirus outbreak plot bill gates ** CIRCULATE_SPREAD_DISTRIBUTE ** qanon supporters anti - va	authorities ** REFUSE ** information coronavirus outbreak	603	3	a false rumor coronavirus outbreak plot bill gates	CIRCULATE_SPREAD_DISTRIBUTE	qanon supporters anti - va
202	a good friend home china new year ’s ** AFFIRM ** first 20 minutes news tonight anchors talking ab	a good friend home china new year ’s ** AFFIRM ** first 20 minutes news tonight anchors talking ab	210	1	a good friend home china new year ’s	AFFIRM	first 20 minutes news tonight anchors talking ab
203	a group chinese students ** LEAVE_DEPART_RUN-AWAY ** visit d.c . sites	a group chinese students ** LEAVE_DEPART_RUN-AWAY ** visit d.c . sites	211	1	a group chinese students	LEAVE_DEPART_RUN-AWAY	visit d.c . sites
204	a laboratory wuhan cusp ** AUTHORIZE_ADMIT ** work world ’s dangerous pathogens	a laboratory wuhan cusp ** AUTHORIZE_ADMIT ** work world ’s dangerous pathogens	595	10	a laboratory wuhan cusp	AUTHORIZE_ADMIT	work world ’s dangerous pathogens
205	a lockdown ** BELIEVE ** epicenter coronavirusoutbreak caused panic	a lockdown ** BELIEVE ** epicenter coronavirusoutbreak caused panic	604	2	a lockdown	BELIEVE	epicenter coronavirusoutbreak caused panic
206	a lockdown ** BELIEVE ** epicenter coronavirusoutbreak caused panic	epicenter coronavirusoutbreak ** CAUSE-SMT ** panic	604	2	a lockdown	BELIEVE	epicenter coronavirusoutbreak caused panic
207	a man ** COMPETE ** china	a man ** COMPETE ** china	364	1	a man	COMPETE	china
208	a man ** EAT_BITE ** bat	a man ** EAT_BITE ** bat	1561	1	a man	EAT_BITE	bat
209	a medical team ** MOUNT_ASSEMBLE_PRODUCE ** doctors local hospitals shanghai headed wuhan hubei province thursday af	a medical team ** MOUNT_ASSEMBLE_PRODUCE ** doctors local hospitals shanghai headed wuhan hubei province thursday af	365	4	a medical team	MOUNT_ASSEMBLE_PRODUCE	doctors local hospitals shanghai headed wuhan hubei province thursday af
210	a medical team ** MOUNT_ASSEMBLE_PRODUCE ** doctors local hospitals shanghai headed wuhan hubei province thursday af	hospital china ** FILL ** hundreds patients	365	4	a medical team	MOUNT_ASSEMBLE_PRODUCE	doctors local hospitals shanghai headed wuhan hubei province thursday af
211	a medical team ** MOUNT_ASSEMBLE_PRODUCE ** doctors local hospitals shanghai headed wuhan hubei province thursday af	hospital china ** FILL ** patients	365	4	a medical team	MOUNT_ASSEMBLE_PRODUCE	doctors local hospitals shanghai headed wuhan hubei province thursday af
212	a medical team ** MOUNT_ASSEMBLE_PRODUCE ** doctors local hospitals shanghai headed wuhan hubei province thursday af	jinyintan hospital ** RECEIVE ** 170 patients related novel	365	4	a medical team	MOUNT_ASSEMBLE_PRODUCE	doctors local hospitals shanghai headed wuhan hubei province thursday af
213	a new strain coronavirus spreading wet market city ** PUT_APPLY_PLACE_PAVE ** much needed spotlight	a new strain coronavirus spreading wet market city ** PUT_APPLY_PLACE_PAVE ** much needed spotlight	920	3	a new strain coronavirus spreading wet market city	PUT_APPLY_PLACE_PAVE	much needed spotlight
214	a new strain coronavirus spreading wet market city ** PUT_APPLY_PLACE_PAVE ** much needed spotlight	cities ** CONTAIN ** coronavirus outbreak th	920	3	a new strain coronavirus spreading wet market city	PUT_APPLY_PLACE_PAVE	much needed spotlight
215	a new strain coronavirus spreading wet market city ** PUT_APPLY_PLACE_PAVE ** much needed spotlight	lock - down three cities ** AROUSE_WAKE_ENLIVEN ** virus outbreak	920	3	a new strain coronavirus spreading wet market city	PUT_APPLY_PLACE_PAVE	much needed spotlight
216	a new virus ** KILL ** 17 people	18 m viral outbreak ** KILL ** 17 sickens	1020	5	a new virus	KILL	17 people
217	a new virus ** KILL ** 17 people	a new virus ** KILL ** 17 people	1020	5	a new virus	KILL	17 people
218	a new virus spreading china ** KILL ** 9 people	a new virus spreading china ** FIND ** seattle	921	9	a new virus spreading china	KILL	9 people
